HOG	selected_transcripts	exon_counts	protein_lengths	gene_counts	transcript_counts	worst_transcript	worst_pair	blast_pident	align_pident
N0.HOG0004849	SBOV2_59250.1, SCUR1_59590.3, SGUI1_60140.1, SHAE2_63720.1, SINT2_58510.1, SRDH2_61300.1, Smp_121790.1, EWB00_003875.1	6, 6, 7, 7, 5, 7, 7, 6	175, 175, 197, 197, 139, 197, 197, 194	1, 1, 1, 1, 1, 1, 1, 1	2, 3, 1, 1, 1, 1, 1, 2	SINT2_58510.1	SBOV2_59250.1, SINT2_58510.1	98.2	64.57142857142857
N0.HOG0004848	SBOV2_59120.1, SCUR1_59470.1, SGUI1_60020.1, SHAE2_63600.3, SINT2_58380.1, SRDH2_61180.1, Smp_307950.1, EWB00_003862.2	4, 4, 4, 4, 4, 4, 4, 4	243, 243, 243, 243, 243, 248, 243, 243	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 2, 2, 1, 2, 1, 1	SRDH2_61180.1	SBOV2_59120.1, SRDH2_61180.1	94.6	97.58064516129032
N0.HOG0004847	SBOV2_59100.3, SCUR1_59450.1, SGUI1_60000.2, SHAE2_63580.1, SINT2_58360.1, SRDH2_61150.1, Smp_165630.1, EWB00_003860	3, 5, 3, 5, 5, 5, 5, 5	391, 498, 390, 497, 497, 502, 498, 502	1, 1, 1, 1, 1, 1, 1, 1	4, 1, 2, 1, 1, 1, 1, 1	SBOV2_59100.3	SBOV2_59100.3, SRDH2_61150.1	92.5	73.90438247011953
N0.HOG0004846	SBOV2_58800.1, SCUR1_59140.1, SGUI1_59660.1, SHAE2_63230.1, SINT2_58080.1, SRDH2_60860.1, Smp_167400.1, EWB00_000496	4, 4, 4, 4, 4, 4, 4, 4	1064, 1064, 1066, 1070, 1067, 1077, 1075, 1093	1, 1, 1, 1, 1, 1, 1, 1	1, 4, 1, 1, 1, 2, 1, 1	SBOV2_58800.1	SBOV2_58800.1, SCUR1_59140.1	96.1	99.90601503759399
N0.HOG0004845	SBOV2_58680.1, SCUR1_59000.1, SGUI1_59480.2, SHAE2_63090.1, SINT2_57930.1, SRDH2_60670.1, Smp_103010.1, EWB00_000517	4, 4, 4, 4, 4, 7, 5, 4	179, 179, 177, 179, 179, 248, 200, 178	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 3, 1, 2, 1, 1, 1	SRDH2_60670.1	SRDH2_60670.1, EWB00_000517	87.3	50.806451612903224
N0.HOG0004844	SBOV2_58650.1, SCUR1_58970.1, SGUI1_59450.1, SHAE2_63050.1, SINT2_57900.1, SRDH2_60690.1, Smp_004550.1, EWB00_000519	2, 2, 2, 2, 4, 2, 2, 2	133, 149, 149, 149, 164, 149, 149, 149	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 2, 1, 1, 2, 1, 1	SBOV2_58650.1	SBOV2_58650.1, SINT2_57900.1	99.2	81.09756097560977
N0.HOG0004843	SBOV2_58410.1, SCUR1_58830.1, SGUI1_59220.1, SHAE2_62840.1, SINT2_57680.1, SRDH2_60500.2, Smp_341840.1, EWB00_011243	1, 1, 1, 1, 3, 1, 1, 1	335, 282, 447, 447, 516, 460, 453, 456	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 3, 1, 3, 1, 1	SCUR1_58830.1	SCUR1_58830.1, SINT2_57680.1	99.3	53.100775193798455
N0.HOG0004842	SBOV2_57830.1, SCUR1_58340.1, SGUI1_58700.2, SHAE2_62300.1, SINT2_57110.1, SRDH2_59890.2, Smp_213410.1, EWB00_005178.2	11, 11, 11, 10, 10, 11, 11, 11	824, 824, 824, 808, 747, 836, 821, 817	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 3, 1, 1, 2, 1, 2	SINT2_57110.1	SINT2_57110.1, SRDH2_59890.2	79.5	89.47368421052632
N0.HOG0004841	SBOV2_57600.1, SCUR1_58150.1, SGUI1_58510.1, SHAE2_62010.1, SINT2_56940.1, SRDH2_59770.1, Smp_331870.1, EWB00_003459.4	5, 5, 5, 5, 5, 5, 5, 5	240, 240, 240, 240, 240, 240, 240, 243	1, 1, 2, 1, 1, 1, 1, 1	1, 1, 2, 1, 1, 1, 1, 4	SBOV2_57600.1	SBOV2_57600.1, SCUR1_58150.1	97.9	99.58333333333333
N0.HOG0004840	SBOV2_57410.1, SCUR1_57950.1, SGUI1_58260.1, SHAE2_61770.1, SINT2_56720.1, SRDH2_59270.1, Smp_341100.1, EWB00_005568	13, 13, 13, 13, 13, 13, 13, 13	743, 743, 743, 743, 743, 743, 743, 746	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 4, 1, 1	SBOV2_57410.1	SBOV2_57410.1, SCUR1_57950.1	98.8	99.86541049798116
N0.HOG0004839	SBOV2_56840.2, SCUR1_57430.1, SGUI1_57760.1, SHAE2_61220.1, SINT2_56240.3, SRDH2_58760.1, Smp_347410.1, EWB00_003217	20, 13, 16, 20, 19, 16, 8, 14	1022, 577, 822, 1038, 999, 794, 360, 717	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 4, 1, 1, 1	Smp_347410.1	SINT2_56240.3, Smp_347410.1	89.8	32.232232232232235
N0.HOG0004838	SBOV2_56770.1, SCUR1_57350.1, SGUI1_57660.1, SHAE2_61120.1, SINT2_56140.1, SRDH2_58570.1, Smp_349410.1, EWB00_003197.2	7, 7, 7, 7, 7, 6, 7, 7	1007, 1004, 1006, 991, 1005, 964, 979, 986	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 4, 1, 2	SRDH2_58570.1	SBOV2_56770.1, SRDH2_58570.1	92.3	91.16186693147964
N0.HOG0004837	SBOV2_5650.1, SCUR1_5690.1, SGUI1_5300.1, SHAE2_6180.1, SINT2_5510.1, SRDH2_5740.1, Smp_067510.1, EWB00_006330	4, 4, 4, 4, 2, 3, 4, 3	478, 478, 478, 478, 338, 459, 477, 463	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 2, 3, 1, 1	SINT2_5510.1	SBOV2_5650.1, SINT2_5510.1	99.0	62.97071129707113
N0.HOG0004804	SBOV2_5180.1, SCUR1_5220.2, SGUI1_4890.1, SHAE2_5720.1, SINT2_5040.1, SRDH2_5270.2, Smp_246330.1, EWB00_008276	11, 9, 9, 11, 11, 9, 11, 8	554, 424, 421, 554, 554, 433, 554, 356	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 4, 1, 1	EWB00_008276	SRDH2_5270.2, EWB00_008276	68.5	49.88452655889146
N0.HOG0008262	SBOV2_66250.1, SCUR1_66320.1, SGUI1_67000.1, SHAE2_70880.1, SINT2_65240.1, SRDH2_69550.1, Smp_337750.1, EWB00_003973	2, 2, 2, 4, 2, 2, 2, 4	173, 173, 173, 359, 173, 173, 173, 260	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SHAE2_70880.1	SBOV2_66250.1, SHAE2_70880.1	97.2	40.11142061281337
N0.HOG0004801	SBOV2_51270.1, SCUR1_54390.1, SGUI1_54560.1, SHAE2_57580.1, SINT2_52830.1, SRDH2_55290.1, Smp_210330.1, EWB00_007744.2	2, 2, 2, 2, 2, 2, 2, 2	490, 492, 498, 492, 492, 494, 494, 479	1, 1, 1, 1, 1, 1, 1, 1	4, 1, 1, 1, 1, 1, 1, 2	SBOV2_51270.1	SBOV2_51270.1, SCUR1_54390.1	99.2	99.79674796747967
N0.HOG0004799	SBOV2_50950.1, SCUR1_54710.1, SGUI1_54890.1, SHAE2_57850.1, SINT2_53120.1, SRDH2_55680.1, Smp_331980.1, EWB00_002176	5, 4, 8, 4, 4, 4, 4, 4	300, 254, 279, 254, 253, 255, 255, 259	1, 1, 1, 1, 1, 1, 1, 2	1, 1, 1, 2, 2, 2, 1, 2	SBOV2_50950.1	SBOV2_50950.1, SGUI1_54890.1	97.6	82.0
N0.HOG0004767	SBOV2_45710.1, SCUR1_46520.3, SGUI1_46360.1, SHAE2_49660.1, SINT2_45040.1, SRDH2_47200.1, Smp_095920.1, EWB00_004052	12, 12, 12, 12, 12, 12, 12, 9	581, 581, 581, 581, 581, 581, 581, 462	1, 1, 1, 1, 1, 1, 1, 1	2, 2, 3, 1, 1, 1, 1, 1	EWB00_004052	SBOV2_45710.1, EWB00_004052	87.3	78.65748709122204
N0.HOG0004766	SBOV2_45510.1, SCUR1_46370.1, SGUI1_46230.1, SHAE2_49520.1, SINT2_44930.1, SRDH2_47090.1, Smp_212760.1, EWB00_004034	11, 15, 15, 15, 15, 15, 15, 12	1600, 2045, 2016, 2020, 2023, 2011, 2011, 1480	2, 1, 1, 1, 1, 1, 1, 1	4, 1, 2, 1, 1, 1, 1, 1	SBOV2_45510.1	SBOV2_45510.1, SINT2_44930.1	93.1	63.568956994562534
N0.HOG0004765	SBOV2_4490.1, SCUR1_4460.1, SGUI1_4270.1, SHAE2_5000.1, SINT2_4360.1, SRDH2_4530.4, Smp_126290.1, EWB00_004866	2, 2, 2, 2, 2, 1, 2, 2	563, 562, 564, 562, 561, 432, 561, 192	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 2, 1, 1, 4, 1, 1	EWB00_004866	SGUI1_4270.1, EWB00_004866	44.3	34.39716312056738
N0.HOG0004764	SBOV2_44780.1, SCUR1_45620.2, SGUI1_45470.1, SHAE2_48500.3, SINT2_44170.3, SRDH2_45810.3, Smp_078710.1, EWB00_004737	15, 15, 15, 15, 15, 15, 15, 15	789, 762, 789, 762, 762, 755, 788, 789	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 2, 2, 2, 1, 1	SBOV2_44780.1	SBOV2_44780.1, SCUR1_45620.2	100.0	93.5361216730038
N0.HOG0004763	SBOV2_44350.1, SCUR1_45390.2, SGUI1_45230.1, SHAE2_48240.1, SINT2_43950.1, SRDH2_45600.1, Smp_343280.1, EWB00_009907	12, 12, 12, 12, 12, 12, 12, 12	935, 991, 994, 984, 984, 964, 928, 967	1, 1, 1, 1, 1, 1, 1, 1	2, 3, 1, 2, 1, 1, 1, 1	SBOV2_44350.1	SBOV2_44350.1, SGUI1_45230.1	97.3	88.6317907444668
N0.HOG0004761	SBOV2_44300.1, SCUR1_45220.1, SGUI1_45020.2, SHAE2_47920.1, SINT2_43740.3, SRDH2_45410.1, Smp_163050.1, EWB00_009709.2	8, 6, 6, 9, 6, 9, 9, 7	395, 322, 322, 439, 322, 438, 435, 387	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 2, 1, 2, 1, 1, 3	SCUR1_45220.1	SCUR1_45220.1, SHAE2_47920.1	99.4	73.12072892938497
N0.HOG0004760	SBOV2_44230.1, SCUR1_45160.4, SGUI1_44960.1, SHAE2_47860.1, SINT2_43680.1, SRDH2_45350.1, Smp_341230.1, EWB00_000008	20, 19, 20, 20, 20, 20, 20, 8	1897, 1780, 1890, 1896, 1888, 1895, 1914, 1339	1, 1, 1, 1, 1, 1, 1, 2	1, 4, 1, 1, 1, 1, 1, 2	EWB00_000008	Smp_341230.1, EWB00_000008	60.1	69.33124346917451
N0.HOG0004759	SBOV2_44070.1, SCUR1_45000.1, SGUI1_44810.1, SHAE2_47690.1, SINT2_43510.1, SRDH2_45190.1, Smp_342630.1, EWB00_008284.1	12, 12, 12, 12, 12, 12, 12, 12	1433, 1435, 1433, 1432, 1431, 1393, 1398, 1365	1, 1, 1, 1, 1, 1, 1, 1	1, 4, 1, 1, 1, 1, 1, 2	SCUR1_45000.1	SCUR1_45000.1, SGUI1_44810.1	90.5	100.13937282229965
N0.HOG0004758	SBOV2_44040.1, SCUR1_44970.1, SGUI1_44780.1, SHAE2_47680.1, SINT2_43490.1, SRDH2_45180.1, Smp_334970.1, EWB00_008283.2	6, 6, 5, 6, 6, 6, 6, 5	226, 226, 200, 226, 226, 226, 226, 158	1, 1, 1, 1, 1, 1, 1, 1	3, 1, 1, 2, 1, 1, 1, 2	EWB00_008283.2	SBOV2_44040.1, EWB00_008283.2	65.4	67.69911504424779
N0.HOG0004756	SBOV2_43730.1, SCUR1_44630.2, SGUI1_44470.1, SHAE2_47320.1, SINT2_43150.1, SRDH2_44720.2, Smp_135100.1, EWB00_000985.2	9, 9, 9, 9, 9, 7, 9, 9	309, 375, 375, 375, 318, 297, 375, 336	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 2, 2, 1, 3	SBOV2_43730.1	SBOV2_43730.1, SRDH2_44720.2	98.3	75.72815533980582
N0.HOG0004755	SBOV2_43570.1, SCUR1_44440.1, SGUI1_44310.1, SHAE2_47140.1, SINT2_43000.2, SRDH2_44560.1, Smp_346370.1, EWB00_009699.2	3, 7, 7, 7, 7, 7, 6, 8	187, 606, 611, 622, 614, 531, 459, 500	2, 1, 1, 1, 2, 1, 1, 1	2, 1, 1, 1, 3, 1, 1, 2	SBOV2_43570.1	SBOV2_43570.1, Smp_346370.1	64.0	27.233115468409586
N0.HOG0004753	SBOV2_43200.1, SCUR1_44140.1, SGUI1_43980.1, SHAE2_102420.3, SINT2_42660.1, SRDH2_44230.1, Smp_332720.1, EWB00_000032	17, 13, 14, 18, 17, 18, 18, 3	815, 525, 602, 840, 814, 830, 794, 156	1, 1, 1, 1, 1, 1, 1, 2	1, 1, 2, 3, 1, 1, 1, 2	EWB00_000032	SHAE2_102420.3, EWB00_000032	64.1	18.571428571428573
N0.HOG0004752	SBOV2_43030.1, SCUR1_43930.2, SGUI1_43780.2, SHAE2_46610.1, SINT2_42460.1, SRDH2_44050.1, Smp_332700.1, EWB00_001567	10, 10, 10, 10, 10, 10, 10, 7	1028, 1028, 1028, 1028, 1028, 1027, 1027, 927	1, 1, 1, 1, 1, 1, 1, 1	1, 4, 2, 1, 1, 1, 1, 1	EWB00_001567	SRDH2_44050.1, EWB00_001567	86.6	88.21811100292113
N0.HOG0004751	SBOV2_43020.4, SCUR1_43920.1, SGUI1_43760.1, SHAE2_46600.1, SINT2_42450.1, SRDH2_44040.1, Smp_337350.1, EWB00_001568	8, 8, 8, 8, 8, 9, 7, 8	1722, 1676, 1714, 1716, 1719, 1838, 919, 1684	1, 1, 1, 1, 1, 1, 1, 1	4, 1, 2, 1, 1, 1, 1, 1	Smp_337350.1	SRDH2_44040.1, Smp_337350.1	96.1	50.0544069640914
N0.HOG0004750	SBOV2_430.1, SCUR1_460.1, SGUI1_480.1, SHAE2_620.1, SINT2_450.1, SRDH2_480.2, Smp_148130.1, EWB00_003592	20, 20, 20, 20, 20, 20, 20, 18	824, 826, 823, 805, 823, 830, 830, 773	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 2, 2, 1, 3, 1, 1	EWB00_003592	SINT2_450.1, EWB00_003592	73.0	95.50425273390036
N0.HOG0004749	SBOV2_42990.1, SCUR1_43890.1, SGUI1_43730.1, SHAE2_46570.1, SINT2_42420.1, SRDH2_43990.1, Smp_124980.1, EWB00_010855	1, 1, 1, 1, 1, 1, 1, 1	219, 234, 234, 234, 234, 237, 237, 235	1, 1, 1, 1, 1, 1, 1, 1	2, 2, 2, 1, 1, 2, 1, 1	SBOV2_42990.1	SBOV2_42990.1, EWB00_010855	65.3	84.68085106382979
N0.HOG0004747	SBOV2_42750.1, SCUR1_43680.3, SGUI1_43520.1, SHAE2_46370.1, SINT2_42210.2, SRDH2_43780.1, Smp_072640.1, EWB00_009499.1	9, 9, 9, 9, 8, 9, 9, 8	396, 309, 395, 396, 333, 393, 393, 315	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 1, 1, 2, 1, 1, 2	SCUR1_43680.3	SBOV2_42750.1, SCUR1_43680.3	99.7	77.27272727272727
N0.HOG0004746	SBOV2_42740.1, SCUR1_43670.1, SGUI1_43510.1, SHAE2_46340.1, SINT2_42200.1, SRDH2_43770.1, Smp_161500.1, EWB00_008255	2, 2, 2, 2, 2, 1, 2, 2	586, 585, 585, 589, 589, 414, 617, 597	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 2, 1, 2, 1, 1, 1	SRDH2_43770.1	SRDH2_43770.1, Smp_161500.1	94.7	64.0194489465154
N0.HOG0004745	SBOV2_42720.1, SCUR1_43640.1, SGUI1_43480.1, SHAE2_46320.1, SINT2_42180.1, SRDH2_43740.1, Smp_161510.1, EWB00_008257.2	8, 8, 8, 8, 8, 8, 8, 8	645, 645, 645, 645, 645, 648, 648, 652	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 2, 1, 1, 4, 1, 1	SBOV2_42720.1	SBOV2_42720.1, SCUR1_43640.1	99.7	99.84496124031008
N0.HOG0004744	SBOV2_42540.1, SCUR1_43470.1, SGUI1_43320.1, SHAE2_46170.1, SINT2_41990.1, SRDH2_43590.1, Smp_336620.1, EWB00_001803	10, 10, 10, 10, 10, 10, 10, 7	691, 691, 691, 694, 694, 684, 684, 562	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 3, 1, 2, 1, 1	EWB00_001803	SBOV2_42540.1, EWB00_001803	74.6	82.4891461649783
N0.HOG0004743	SBOV2_42490.1, SCUR1_43420.1, SGUI1_43260.1, SHAE2_46120.1, SINT2_41930.1, SRDH2_43540.1, Smp_341810.1, EWB00_001808.1	2, 2, 2, 2, 2, 2, 2, 3	93, 66, 93, 93, 93, 93, 93, 106	1, 1, 1, 1, 1, 1, 1, 1	2, 2, 1, 1, 1, 2, 1, 2	SCUR1_43420.1	SCUR1_43420.1, EWB00_001808.1	83.3	56.60377358490566
N0.HOG0004742	SBOV2_42450.1, SCUR1_43380.1, SGUI1_43220.1, SHAE2_46090.1, SINT2_41890.1, SRDH2_43510.1, Smp_051420.1, EWB00_001811.2	7, 7, 7, 7, 7, 7, 7, 7	234, 233, 234, 234, 234, 234, 233, 236	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 2, 3, 2, 1, 1, 1	SBOV2_42450.1	SBOV2_42450.1, SCUR1_43380.1	97.4	99.57264957264957
N0.HOG0004741	SBOV2_42310.1, SCUR1_43270.1, SGUI1_43120.1, SHAE2_45950.1, SINT2_41770.1, SRDH2_43430.1, Smp_149710.1, EWB00_006366.1	4, 4, 4, 4, 4, 4, 5, 4	385, 385, 385, 385, 385, 385, 395, 360	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 2, 1, 2, 1, 1, 2	EWB00_006366.1	SBOV2_42310.1, EWB00_006366.1	72.0	85.45454545454545
N0.HOG0008265	SBOV2_66650.1, SCUR1_66690.1, SGUI1_67500.1, SHAE2_71380.1, SINT2_65680.1, SRDH2_69060.1, Smp_000680.1, EWB00_009860	4, 4, 4, 4, 4, 4, 4, 4	357, 357, 313, 313, 313, 313, 313, 313	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SBOV2_66650.1	SBOV2_66650.1, SGUI1_67500.1	100.0	87.39495798319328
N0.HOG0004738	SBOV2_420.1, SCUR1_450.1, SGUI1_470.1, SHAE2_610.1, SINT2_440.1, SRDH2_470.1, Smp_148140.1, EWB00_003593.1	4, 4, 4, 4, 3, 4, 3, 3	233, 233, 234, 237, 206, 237, 206, 140	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 1, 4	EWB00_003593.1	Smp_148140.1, EWB00_003593.1	82.7	53.398058252427184
N0.HOG0004768	SBOV2_46010.1, SCUR1_46740.1, SGUI1_46560.1, SHAE2_49900.1, SINT2_45250.1, SRDH2_47420.1, Smp_133600.1, EWB00_002536	9, 9, 9, 9, 8, 9, 9, 9	515, 515, 515, 515, 470, 515, 515, 516	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 3, 2, 1, 1, 1	SINT2_45250.1	SINT2_45250.1, EWB00_002536	89.6	90.89147286821705
N0.HOG0004862	SBOV2_60760.1, SCUR1_61070.1, SGUI1_61580.1, SHAE2_65280.1, SINT2_60000.1, SRDH2_62730.1, Smp_204880.1, EWB00_011101	2, 2, 5, 5, 5, 2, 2, 2	79, 79, 120, 141, 138, 79, 79, 80	1, 2, 1, 1, 1, 1, 1, 1	1, 4, 1, 1, 1, 2, 1, 1	SHAE2_65280.1	SBOV2_60760.1, SHAE2_65280.1	100.0	55.319148936170215
N0.HOG0004769	SBOV2_46320.1, SCUR1_47070.1, SGUI1_46930.1, SHAE2_50240.1, SINT2_45580.1, SRDH2_47720.1, Smp_131150.1, EWB00_002077.1	20, 20, 20, 20, 20, 20, 20, 20	873, 873, 873, 873, 873, 874, 874, 868	1, 2, 1, 1, 1, 1, 1, 1	2, 3, 1, 1, 1, 1, 1, 2	SBOV2_46320.1	SBOV2_46320.1, SCUR1_47070.1	99.5	99.88545246277205
N0.HOG0004771	SBOV2_46560.1, SCUR1_47290.2, SGUI1_47160.1, SHAE2_50490.1, SINT2_45820.1, SRDH2_48010.1, Smp_131020.1, EWB00_006904.2	4, 9, 9, 9, 9, 9, 9, 8	105, 590, 578, 581, 573, 562, 562, 395	2, 1, 1, 1, 1, 1, 1, 1	2, 3, 1, 1, 1, 1, 1, 2	SBOV2_46560.1	SBOV2_46560.1, SCUR1_47290.2	100.0	17.796610169491526
N0.HOG0004798	SBOV2_50920.1, SCUR1_54740.1, SGUI1_54920.1, SHAE2_57900.2, SINT2_53150.1, SRDH2_55710.1, Smp_140650.1, EWB00_000742.1	8, 7, 8, 8, 8, 8, 8, 5	384, 382, 384, 385, 384, 364, 364, 349	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 2, 3, 1, 1, 2	SCUR1_54740.1	SBOV2_50920.1, SCUR1_54740.1	78.7	96.61458333333334
N0.HOG0004797	SBOV2_50730.1, SCUR1_54870.1, SGUI1_55070.1, SHAE2_58050.1, SINT2_53310.1, SRDH2_55880.1, Smp_245960.1, EWB00_000762.2	33, 36, 36, 36, 36, 13, 36, 34	3043, 3504, 3513, 3502, 3511, 1307, 3524, 3274	1, 1, 1, 1, 1, 2, 1, 1	1, 1, 1, 2, 1, 3, 1, 2	SRDH2_55880.1	SRDH2_55880.1, EWB00_000762.2	75.6	32.43738546120953
N0.HOG0004796	SBOV2_50690.1, SCUR1_54900.1, SGUI1_55100.1, SHAE2_58080.1, SINT2_53340.1, SRDH2_55910.1, Smp_034400.1, EWB00_000766.1	4, 7, 5, 4, 4, 5, 5, 5	181, 234, 192, 181, 181, 192, 192, 192	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 5	SCUR1_54900.1	SBOV2_50690.1, SCUR1_54900.1	100.0	71.7948717948718
N0.HOG0004795	SBOV2_50640.1, SCUR1_54940.1, SGUI1_55150.1, SHAE2_58130.1, SINT2_53400.1, SRDH2_55950.1, Smp_159180.1, EWB00_011169	18, 12, 16, 18, 18, 18, 18, 14	1038, 849, 1059, 1036, 1038, 1040, 1040, 749	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 4, 1, 1, 1, 1	EWB00_011169	SCUR1_54940.1, EWB00_011169	88.5	64.31095406360424
N0.HOG0004794	SBOV2_50340.5, SCUR1_55250.1, SGUI1_55490.1, SHAE2_58450.1, SINT2_53680.2, SRDH2_56260.1, Smp_194570.1, EWB00_002207	8, 8, 8, 8, 7, 8, 8, 8	510, 433, 510, 510, 422, 510, 510, 427	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 2, 1, 3, 1, 1, 1	SINT2_53680.2	SBOV2_50340.5, SINT2_53680.2	99.8	82.54901960784314
N0.HOG0004793	SBOV2_5030.1, SCUR1_5040.1, SGUI1_4780.1, SHAE2_5570.1, SINT2_4860.1, SRDH2_5090.2, Smp_138600.1, EWB00_006336	8, 8, 8, 8, 3, 8, 8, 8	530, 530, 530, 530, 376, 524, 524, 334	1, 1, 1, 1, 1, 1, 1, 2	1, 1, 1, 2, 1, 3, 1, 2	EWB00_006336	SINT2_4860.1, EWB00_006336	64.0	47.340425531914896
N0.HOG0004792	SBOV2_50290.1, SCUR1_55300.1, SGUI1_55530.1, SHAE2_58490.1, SINT2_53730.1, SRDH2_56300.1, Smp_155620.1, EWB00_002202	1, 1, 1, 1, 1, 1, 1, 1	487, 486, 466, 481, 487, 468, 487, 493	1, 1, 1, 1, 1, 1, 1, 5	1, 1, 1, 1, 1, 1, 1, 5	EWB00_002202	SBOV2_50290.1, EWB00_002202	79.2	91.88640973630832
N0.HOG0004791	SBOV2_50050.1, SCUR1_55540.1, SGUI1_55780.1, SHAE2_58890.1, SINT2_53940.1, SRDH2_56630.1, Smp_311860.1, EWB00_003799	7, 6, 7, 9, 6, 7, 7, 4	1008, 718, 1003, 1151, 717, 993, 993, 446	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	EWB00_003799	SGUI1_55780.1, EWB00_003799	57.7	45.46360917248255
N0.HOG0008263	SBOV2_66260.1, SCUR1_66330.1, SGUI1_67010.1, SHAE2_70890.1, SINT2_65250.1, SRDH2_69540.1, Smp_337750.2, EWB00_003972	4, 4, 4, 4, 4, 4, 4, 4	211, 211, 218, 218, 218, 218, 218, 218	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SBOV2_66260.1	SBOV2_66260.1, SGUI1_67010.1	100.0	96.3302752293578
N0.HOG0004789	SBOV2_49760.1, SCUR1_50430.2, SGUI1_50580.1, SHAE2_53700.2, SINT2_49080.1, SRDH2_51420.1, Smp_122980.1, EWB00_004418	9, 10, 9, 9, 9, 10, 9, 8	1622, 1622, 1623, 1624, 1625, 1478, 1645, 1616	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 1, 3, 1, 1, 1, 1	SRDH2_51420.1	SRDH2_51420.1, Smp_122980.1	96.7	91.12462006079028
N0.HOG0004788	SBOV2_49560.1, SCUR1_50240.1, SGUI1_50340.1, SHAE2_53460.3, SINT2_48870.1, SRDH2_51080.1, Smp_066730.1, EWB00_005335	2, 3, 2, 2, 2, 2, 2, 2	105, 179, 105, 89, 102, 105, 105, 105	1, 1, 1, 2, 1, 1, 1, 1	1, 1, 1, 5, 1, 1, 1, 1	SCUR1_50240.1	SCUR1_50240.1, SHAE2_53460.3	100.0	41.340782122905026
N0.HOG0004787	SBOV2_49430.1, SCUR1_50100.1, SGUI1_50200.1, SHAE2_53330.1, SINT2_48740.1, SRDH2_50860.3, Smp_013930.1, EWB00_005350.1	7, 7, 7, 7, 7, 7, 7, 7	377, 378, 375, 377, 377, 377, 377, 382	1, 1, 1, 1, 1, 1, 1, 1	2, 2, 1, 2, 1, 2, 1, 1	EWB00_005350.1	SRDH2_50860.3, EWB00_005350.1	75.3	98.69109947643979
N0.HOG0004786	SBOV2_49310.1, SCUR1_49960.2, SGUI1_50050.1, SHAE2_53190.1, SINT2_48580.1, SRDH2_50740.1, Smp_342040.1, EWB00_005365.2	12, 7, 12, 12, 13, 12, 12, 11	1205, 853, 1206, 1206, 1187, 1196, 1195, 1116	1, 2, 1, 1, 1, 1, 1, 1	1, 3, 1, 1, 2, 1, 1, 2	SCUR1_49960.2	SCUR1_49960.2, SGUI1_50050.1	96.9	70.56384742951907
N0.HOG0004785	SBOV2_49260.1, SCUR1_49890.1, SGUI1_49980.1, SHAE2_53140.1, SINT2_48530.1, SRDH2_50690.1, Smp_004190.1, EWB00_006470.1	8, 8, 8, 8, 8, 8, 8, 8	648, 648, 648, 648, 648, 648, 648, 648	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 2, 1, 1, 1, 1	SBOV2_49260.1	SBOV2_49260.1, SCUR1_49890.1	99.5	99.84567901234568
